"","station","UTC","temp","node","day"
"1925","KW20",2016-05-07,25.5,"KWLine_outside",2016-05-07
"1926","KW19",2016-05-07,26.1,"KWLine_outside",2016-05-07
"1927","KW24",2016-05-08,24.3,"KWLine_outside",2016-05-08
"1928","KW23",2016-05-08,25.6,"KWLine_outside",2016-05-08
"1929","KW22",2016-05-08,24.5,"KWLine_outside",2016-05-08
"1930","KW21",2016-05-08,24.3,"KWLine_outside",2016-05-08
"1931","KW20",2016-05-08,25.8,"KWLine_outside",2016-05-08
"1932","KW19",2016-05-08,26.4,"KWLine_outside",2016-05-08
"1933","KW24",2016-05-09,24.6,"KWLine_outside",2016-05-09
"1934","KW23",2016-05-09,26,"KWLine_outside",2016-05-09
"1935","KW22",2016-05-09,24.6,"KWLine_outside",2016-05-09
"1936","KW21",2016-05-09,24.5,"KWLine_outside",2016-05-09
"1937","KW20",2016-05-09,26,"KWLine_outside",2016-05-09
"1938","KW19",2016-05-09,26.3,"KWLine_outside",2016-05-09
"1939","KW24",2016-05-10,24.8,"KWLine_outside",2016-05-10
"1940","KW23",2016-05-10,26.3,"KWLine_outside",2016-05-10
"1941","KW22",2016-05-10,25,"KWLine_outside",2016-05-10
"1942","KW21",2016-05-10,25.2,"KWLine_outside",2016-05-10
"1943","KW20",2016-05-10,26.1,"KWLine_outside",2016-05-10
"1944","KW19",2016-05-10,26.4,"KWLine_outside",2016-05-10
"1945","KW24",2016-05-11,25.2,"KWLine_outside",2016-05-11
"1946","KW23",2016-05-11,26.2,"KWLine_outside",2016-05-11
"1947","KW22",2016-05-11,26,"KWLine_outside",2016-05-11
"1948","KW21",2016-05-11,25.8,"KWLine_outside",2016-05-11
"1949","KW20",2016-05-11,26.1,"KWLine_outside",2016-05-11
"1950","KW19",2016-05-11,26.4,"KWLine_outside",2016-05-11
"1951","KW24",2016-05-12,25.5,"KWLine_outside",2016-05-12
"1952","KW23",2016-05-12,26.2,"KWLine_outside",2016-05-12
"1953","KW22",2016-05-12,26,"KWLine_outside",2016-05-12
"1954","KW21",2016-05-12,25.8,"KWLine_outside",2016-05-12
"1955","KW20",2016-05-12,26.1,"KWLine_outside",2016-05-12
"1956","KW19",2016-05-12,26.4,"KWLine_outside",2016-05-12
"1957","KW24",2016-05-13,25.4,"KWLine_outside",2016-05-13
"1958","KW23",2016-05-13,26.2,"KWLine_outside",2016-05-13
"1959","KW22",2016-05-13,26,"KWLine_outside",2016-05-13
"1960","KW21",2016-05-13,25.9,"KWLine_outside",2016-05-13
"1961","KW20",2016-05-13,26.1,"KWLine_outside",2016-05-13
"1962","KW19",2016-05-13,26.6,"KWLine_outside",2016-05-13
"1963","KW24",2016-05-14,25.3,"KWLine_outside",2016-05-14
"1964","KW23",2016-05-14,26.5,"KWLine_outside",2016-05-14
"1965","KW22",2016-05-14,26.2,"KWLine_outside",2016-05-14
"1966","KW21",2016-05-14,25.9,"KWLine_outside",2016-05-14
"1967","KW20",2016-05-14,26.3,"KWLine_outside",2016-05-14
"1968","KW19",2016-05-14,26.7,"KWLine_outside",2016-05-14
"1969","KW24",2016-05-15,24.9,"KWLine_outside",2016-05-15
"1970","KW23",2016-05-15,25.7,"KWLine_outside",2016-05-15
"1971","KW21",2016-05-15,26.1,"KWLine_outside",2016-05-15
"1972","KW20",2016-05-15,26.5,"KWLine_outside",2016-05-15
"1973","KW19",2016-05-15,26.9,"KWLine_outside",2016-05-15
"1974","KW22",2016-05-15,26.3,"KWLine_outside",2016-05-15
"1975","KW24",2016-05-16,24.7,"KWLine_outside",2016-05-16
"1976","KW23",2016-05-16,25.6,"KWLine_outside",2016-05-16
"1977","KW22",2016-05-16,25.9,"KWLine_outside",2016-05-16
"1978","KW21",2016-05-16,25.7,"KWLine_outside",2016-05-16
"1979","KW20",2016-05-16,26.8,"KWLine_outside",2016-05-16
"1980","KW19",2016-05-16,27.3,"KWLine_outside",2016-05-16
"1981","KW24",2016-05-17,24.6,"KWLine_outside",2016-05-17
"1982","KW23",2016-05-17,26.3,"KWLine_outside",2016-05-17
"1983","KW22",2016-05-17,25.8,"KWLine_outside",2016-05-17
"1984","KW21",2016-05-17,25.7,"KWLine_outside",2016-05-17
"1985","KW20",2016-05-17,27.2,"KWLine_outside",2016-05-17
"1986","KW19",2016-05-17,27.5,"KWLine_outside",2016-05-17
"1987","KW24",2016-05-18,25.3,"KWLine_outside",2016-05-18
"1988","KW23",2016-05-18,27.1,"KWLine_outside",2016-05-18
"1989","KW22",2016-05-18,25.6,"KWLine_outside",2016-05-18
"1990","KW21",2016-05-18,25.8,"KWLine_outside",2016-05-18
"1991","KW20",2016-05-18,27.2,"KWLine_outside",2016-05-18
"1992","KW19",2016-05-18,27.5,"KWLine_outside",2016-05-18
"1993","KW24",2016-05-19,26,"KWLine_outside",2016-05-19
"1994","KW23",2016-05-19,27,"KWLine_outside",2016-05-19
"1995","KW22",2016-05-19,26,"KWLine_outside",2016-05-19
"1996","KW21",2016-05-19,26,"KWLine_outside",2016-05-19
"1997","KW20",2016-05-19,27.1,"KWLine_outside",2016-05-19
"1998","KW19",2016-05-19,27.5,"KWLine_outside",2016-05-19
"1999","KW24",2016-05-20,25.8,"KWLine_outside",2016-05-20
"2000","KW23",2016-05-20,26.9,"KWLine_outside",2016-05-20
"2001","KW22",2016-05-20,26.2,"KWLine_outside",2016-05-20
"2002","KW21",2016-05-20,26.1,"KWLine_outside",2016-05-20
"2003","KW20",2016-05-20,27.1,"KWLine_outside",2016-05-20
"2004","KW19",2016-05-20,27.5,"KWLine_outside",2016-05-20
"2005","KW24",2016-05-21,26.3,"KWLine_outside",2016-05-21
"2006","KW23",2016-05-21,27.3,"KWLine_outside",2016-05-21
"2007","KW22",2016-05-21,26.4,"KWLine_outside",2016-05-21
"2008","KW21",2016-05-21,26.1,"KWLine_outside",2016-05-21
"2009","KW20",2016-05-21,27.2,"KWLine_outside",2016-05-21
"2010","KW19",2016-05-21,27.5,"KWLine_outside",2016-05-21
"2011","KW24",2016-05-22,26.2,"KWLine_outside",2016-05-22
"2012","KW23",2016-05-22,27.3,"KWLine_outside",2016-05-22
"2013","KW22",2016-05-22,26.6,"KWLine_outside",2016-05-22
"2014","KW21",2016-05-22,26.2,"KWLine_outside",2016-05-22
"2015","KW20",2016-05-22,27.3,"KWLine_outside",2016-05-22
"2016","KW19",2016-05-22,27.7,"KWLine_outside",2016-05-22
"2017","KW24",2016-05-23,25.8,"KWLine_outside",2016-05-23
"2018","KW23",2016-05-23,27.3,"KWLine_outside",2016-05-23
"2019","KW22",2016-05-23,26.4,"KWLine_outside",2016-05-23
"2020","KW21",2016-05-23,26.1,"KWLine_outside",2016-05-23
"2021","KW20",2016-05-23,27.7,"KWLine_outside",2016-05-23
"2022","KW19",2016-05-23,28.1,"KWLine_outside",2016-05-23
"2023","KW24",2016-05-24,25.1,"KWLine_outside",2016-05-24
"2024","KW23",2016-05-24,26.7,"KWLine_outside",2016-05-24
"2025","KW22",2016-05-24,26.4,"KWLine_outside",2016-05-24
"2026","KW21",2016-05-24,26.2,"KWLine_outside",2016-05-24
"2027","KW20",2016-05-24,27.6,"KWLine_outside",2016-05-24
"2028","KW19",2016-05-24,28,"KWLine_outside",2016-05-24
"2029","KW24",2016-05-24,24.9,"KWLine_outside",2016-05-24
"2030","KW23",2016-05-25,26.8,"KWLine_outside",2016-05-25
"2031","KW20",2016-05-25,27.6,"KWLine_outside",2016-05-25
"2032","KW19",2016-05-25,28.3,"KWLine_outside",2016-05-25
"2033","KW22",2016-05-25,25.8,"KWLine_outside",2016-05-25
"2034","KW21",2016-05-25,26.8,"KWLine_outside",2016-05-25
"2035","KW20",2016-05-25,27.4,"KWLine_outside",2016-05-25
"2036","KW24",2016-05-25,25.4,"KWLine_outside",2016-05-25
"2037","KW23",2016-05-26,26.6,"KWLine_outside",2016-05-26
"2038","KW19",2016-05-26,28.6,"KWLine_outside",2016-05-26
"2039","KW22",2016-05-26,25,"KWLine_outside",2016-05-26
"2040","KW21",2016-05-26,26,"KWLine_outside",2016-05-26
"2041","KW20",2016-05-26,28.2,"KWLine_outside",2016-05-26
"2042","KW24",2016-05-26,24.5,"KWLine_outside",2016-05-26
"2043","KW23",2016-05-27,27.7,"KWLine_outside",2016-05-27
"2044","KW19",2016-05-27,28,"KWLine_outside",2016-05-27
"2045","KW22",2016-05-27,25.4,"KWLine_outside",2016-05-27
"2046","KW21",2016-05-27,26.9,"KWLine_outside",2016-05-27
"2047","KW20",2016-05-27,28,"KWLine_outside",2016-05-27
"2048","KW24",2016-05-27,25.5,"KWLine_outside",2016-05-27
"2049","KW23",2016-05-28,28.1,"KWLine_outside",2016-05-28
"2050","KW19",2016-05-28,28.1,"KWLine_outside",2016-05-28
"2051","KW22",2016-05-28,26.8,"KWLine_outside",2016-05-28
"2052","KW21",2016-05-28,28.1,"KWLine_outside",2016-05-28
"2053","KW20",2016-05-28,28.1,"KWLine_outside",2016-05-28
"2054","KW24",2016-05-28,26.9,"KWLine_outside",2016-05-28
"2055","KW23",2016-05-29,28.1,"KWLine_outside",2016-05-29
"2056","KW19",2016-05-29,28.2,"KWLine_outside",2016-05-29
"2057","KW22",2016-05-29,27.5,"KWLine_outside",2016-05-29
"2058","KW21",2016-05-29,28.5,"KWLine_outside",2016-05-29
"2059","KW20",2016-05-29,28.2,"KWLine_outside",2016-05-29
"2060","KW24",2016-05-29,25.8,"KWLine_outside",2016-05-29
"2061","KW23",2016-05-30,28.2,"KWLine_outside",2016-05-30
"2062","KW19",2016-05-30,28.6,"KWLine_outside",2016-05-30
"2063","KW22",2016-05-30,27.5,"KWLine_outside",2016-05-30
"2064","KW21",2016-05-30,28.5,"KWLine_outside",2016-05-30
"2065","KW20",2016-05-30,28.5,"KWLine_outside",2016-05-30
"2066","KW24",2016-05-30,26.6,"KWLine_outside",2016-05-30
"2067","KW23",2016-05-31,28.3,"KWLine_outside",2016-05-31
"2068","KW19",2016-05-31,28.8,"KWLine_outside",2016-05-31
"2069","KW22",2016-05-31,27.8,"KWLine_outside",2016-05-31
"2070","KW21",2016-05-31,28.6,"KWLine_outside",2016-05-31
"2071","KW20",2016-05-31,28.6,"KWLine_outside",2016-05-31
"2072","KW24",2016-05-31,26.1,"KWLine_outside",2016-05-31
"2073","KW23",2016-06-01,28,"KWLine_outside",2016-06-01
"2074","KW19",2016-06-01,28.9,"KWLine_outside",2016-06-01
"2075","KW22",2016-06-01,27.6,"KWLine_outside",2016-06-01
"2076","KW21",2016-06-01,28.4,"KWLine_outside",2016-06-01
"2077","KW20",2016-06-01,28.7,"KWLine_outside",2016-06-01
"2078","KW24",2016-06-01,26,"KWLine_outside",2016-06-01
"2079","KW23",2016-06-02,27.7,"KWLine_outside",2016-06-02
"2080","KW19",2016-06-02,29,"KWLine_outside",2016-06-02
"2081","KW22",2016-06-02,26.9,"KWLine_outside",2016-06-02
"2082","KW21",2016-06-02,27.9,"KWLine_outside",2016-06-02
"2083","KW20",2016-06-02,28.8,"KWLine_outside",2016-06-02
"2084","KW24",2016-06-02,25.4,"KWLine_outside",2016-06-02
"2085","KW23",2016-06-03,27.6,"KWLine_outside",2016-06-03
"2086","KW22",2016-06-03,26.3,"KWLine_outside",2016-06-03
"2087","KW21",2016-06-03,27.2,"KWLine_outside",2016-06-03
"2088","KW20",2016-06-03,29,"KWLine_outside",2016-06-03
"2089","KW24",2016-06-03,25,"KWLine_outside",2016-06-03
"2090","KW19",2016-06-03,29.1,"KWLine_outside",2016-06-03
"2091","KW23",2016-06-04,27.9,"KWLine_outside",2016-06-04
"2092","KW19",2016-06-04,29.2,"KWLine_outside",2016-06-04
"2093","KW22",2016-06-04,26,"KWLine_outside",2016-06-04
"2094","KW21",2016-06-04,27.2,"KWLine_outside",2016-06-04
"2095","KW20",2016-06-04,29.1,"KWLine_outside",2016-06-04
"2096","KW24",2016-06-04,25.7,"KWLine_outside",2016-06-04
"2097","KW23",2016-06-05,26.9,"KWLine_outside",2016-06-05
"2098","KW19",2016-06-05,28.8,"KWLine_outside",2016-06-05
"2099","KW22",2016-06-05,26.7,"KWLine_outside",2016-06-05
"2100","KW21",2016-06-05,27.8,"KWLine_outside",2016-06-05
"2101","KW20",2016-06-05,28.6,"KWLine_outside",2016-06-05
"2102","KW24",2016-06-05,25.3,"KWLine_outside",2016-06-05
"2103","KW23",2016-06-06,26.9,"KWLine_outside",2016-06-06
"2104","KW19",2016-06-06,27.9,"KWLine_outside",2016-06-06
"2105","KW22",2016-06-06,25.9,"KWLine_outside",2016-06-06
"2106","KW21",2016-06-06,27.1,"KWLine_outside",2016-06-06
"2107","KW20",2016-06-06,27.8,"KWLine_outside",2016-06-06
"2108","KW24",2016-06-06,25.4,"KWLine_outside",2016-06-06
"2109","KW23",2016-06-07,27,"KWLine_outside",2016-06-07
"2110","KW19",2016-06-07,27.7,"KWLine_outside",2016-06-07
"2111","KW22",2016-06-07,25.9,"KWLine_outside",2016-06-07
"2112","KW21",2016-06-07,27,"KWLine_outside",2016-06-07
"2113","KW20",2016-06-07,27.6,"KWLine_outside",2016-06-07
"2114","KW24",2016-06-07,25.5,"KWLine_outside",2016-06-07
"2115","KW23",2016-06-08,26.8,"KWLine_outside",2016-06-08
"2116","KW19",2016-06-08,28,"KWLine_outside",2016-06-08
"2117","KW22",2016-06-08,26,"KWLine_outside",2016-06-08
"2118","KW21",2016-06-08,27.1,"KWLine_outside",2016-06-08
"2119","KW20",2016-06-08,27.8,"KWLine_outside",2016-06-08
"2120","KW24",2016-06-08,25.4,"KWLine_outside",2016-06-08
"2121","KW23",2016-06-09,26.5,"KWLine_outside",2016-06-09
"2122","KW19",2016-06-09,28.2,"KWLine_outside",2016-06-09
"2123","KW22",2016-06-09,25.9,"KWLine_outside",2016-06-09
"2124","KW21",2016-06-09,26.8,"KWLine_outside",2016-06-09
"2125","KW20",2016-06-09,27.7,"KWLine_outside",2016-06-09
"2126","KW24",2016-06-09,25.1,"KWLine_outside",2016-06-09
"2127","KW23",2016-06-10,26.6,"KWLine_outside",2016-06-10
"2128","KW19",2016-06-10,27.7,"KWLine_outside",2016-06-10
"2129","KW22",2016-06-10,25.6,"KWLine_outside",2016-06-10
"2130","KW21",2016-06-10,26.6,"KWLine_outside",2016-06-10
"2131","KW20",2016-06-10,27.6,"KWLine_outside",2016-06-10
"2132","KW24",2016-06-10,25,"KWLine_outside",2016-06-10
"2133","KW23",2016-06-11,26.6,"KWLine_outside",2016-06-11
"2134","KW19",2016-06-11,27.4,"KWLine_outside",2016-06-11
"2135","KW22",2016-06-11,25.8,"KWLine_outside",2016-06-11
"2136","KW21",2016-06-11,26.9,"KWLine_outside",2016-06-11
"2137","KW20",2016-06-11,27.4,"KWLine_outside",2016-06-11
"2138","KW24",2016-06-11,24.7,"KWLine_outside",2016-06-11
"2139","KW23",2016-06-12,26.6,"KWLine_outside",2016-06-12
"2140","KW19",2016-06-12,27.7,"KWLine_outside",2016-06-12
"2141","KW22",2016-06-12,25.6,"KWLine_outside",2016-06-12
"2142","KW21",2016-06-12,26.7,"KWLine_outside",2016-06-12
"2143","KW20",2016-06-12,27.6,"KWLine_outside",2016-06-12
"2144","KW24",2016-06-12,24.2,"KWLine_outside",2016-06-12
"2145","KW23",2016-06-13,27,"KWLine_outside",2016-06-13
"2146","KW19",2016-06-13,28.1,"KWLine_outside",2016-06-13
"2147","KW22",2016-06-13,25.8,"KWLine_outside",2016-06-13
"2148","KW21",2016-06-13,26.7,"KWLine_outside",2016-06-13
"2149","KW20",2016-06-13,28,"KWLine_outside",2016-06-13
"2150","KW24",2016-06-13,24.6,"KWLine_outside",2016-06-13
"2151","KW23",2016-06-14,27.1,"KWLine_outside",2016-06-14
"2152","KW19",2016-06-14,28.3,"KWLine_outside",2016-06-14
"2153","KW22",2016-06-14,25.7,"KWLine_outside",2016-06-14
"2154","KW21",2016-06-14,26.7,"KWLine_outside",2016-06-14
"2155","KW20",2016-06-14,28.2,"KWLine_outside",2016-06-14
"2156","KW24",2016-06-14,24.9,"KWLine_outside",2016-06-14
"2157","KW23",2016-06-15,28.2,"KWLine_outside",2016-06-15
"2158","KW19",2016-06-15,28.7,"KWLine_outside",2016-06-15
"2159","KW23",2016-06-15,27.4,"KWLine_outside",2016-06-15
"2160","KW22",2016-06-15,25.8,"KWLine_outside",2016-06-15
"2161","KW21",2016-06-15,26.9,"KWLine_outside",2016-06-15
"2162","KW20",2016-06-15,28.6,"KWLine_outside",2016-06-15
"2163","KW24",2016-06-15,25.5,"KWLine_outside",2016-06-15
"2164","KW19",2016-06-16,28.9,"KWLine_outside",2016-06-16
"2165","KW23",2016-06-16,26.5,"KWLine_outside",2016-06-16
"2166","KW22",2016-06-16,26.1,"KWLine_outside",2016-06-16
"2167","KW21",2016-06-16,27.2,"KWLine_outside",2016-06-16
"2168","KW20",2016-06-16,28.9,"KWLine_outside",2016-06-16
"2169","KW24",2016-06-16,25.4,"KWLine_outside",2016-06-16
"2170","KW19",2016-06-17,29.4,"KWLine_outside",2016-06-17
"2171","KW23",2016-06-17,26.6,"KWLine_outside",2016-06-17
"2172","KW22",2016-06-17,26.2,"KWLine_outside",2016-06-17
"2173","KW21",2016-06-17,27.1,"KWLine_outside",2016-06-17
"2174","KW20",2016-06-17,29.1,"KWLine_outside",2016-06-17
"2175","KW24",2016-06-17,24.8,"KWLine_outside",2016-06-17
"2176","KW19",2016-06-18,29.2,"KWLine_outside",2016-06-18
"2177","KW23",2016-06-18,26.3,"KWLine_outside",2016-06-18
"2178","KW22",2016-06-18,26,"KWLine_outside",2016-06-18
"2179","KW21",2016-06-18,26.9,"KWLine_outside",2016-06-18
"2180","KW20",2016-06-18,28.2,"KWLine_outside",2016-06-18
"2181","KW24",2016-06-18,24.4,"KWLine_outside",2016-06-18
"2182","KW19",2016-06-19,28.8,"KWLine_outside",2016-06-19
"2183","KW23",2016-06-19,26.6,"KWLine_outside",2016-06-19
"2184","KW22",2016-06-19,26.2,"KWLine_outside",2016-06-19
"2185","KW21",2016-06-19,27,"KWLine_outside",2016-06-19
"2186","KW20",2016-06-19,28.2,"KWLine_outside",2016-06-19
"2187","KW24",2016-06-19,24.4,"KWLine_outside",2016-06-19
"2188","KW19",2016-06-20,28.9,"KWLine_outside",2016-06-20
"2189","KW23",2016-06-20,26.6,"KWLine_outside",2016-06-20
"2190","KW22",2016-06-20,26.1,"KWLine_outside",2016-06-20
"2191","KW21",2016-06-20,26.9,"KWLine_outside",2016-06-20
"2192","KW20",2016-06-20,28.4,"KWLine_outside",2016-06-20
"2193","KW24",2016-06-20,25.1,"KWLine_outside",2016-06-20
"2194","KW19",2016-06-21,28.8,"KWLine_outside",2016-06-21
"2195","KW23",2016-06-21,27.1,"KWLine_outside",2016-06-21
"2196","KW22",2016-06-21,26.4,"KWLine_outside",2016-06-21
"2197","KW21",2016-06-21,27.2,"KWLine_outside",2016-06-21
"2198","KW20",2016-06-21,28.8,"KWLine_outside",2016-06-21
"2199","KW24",2016-06-21,26.7,"KWLine_outside",2016-06-21
"2200","KW19",2016-06-22,28.9,"KWLine_outside",2016-06-22
"2201","KW23",2016-06-22,27.6,"KWLine_outside",2016-06-22
"2202","KW22",2016-06-22,26.8,"KWLine_outside",2016-06-22
"2203","KW21",2016-06-22,27.5,"KWLine_outside",2016-06-22
"2204","KW20",2016-06-22,29,"KWLine_outside",2016-06-22
"2205","KW24",2016-06-22,27.3,"KWLine_outside",2016-06-22
"2206","KW19",2016-06-23,28.9,"KWLine_outside",2016-06-23
"2207","KW23",2016-06-23,27.7,"KWLine_outside",2016-06-23
"2208","KW22",2016-06-23,27.2,"KWLine_outside",2016-06-23
"2209","KW21",2016-06-23,27.8,"KWLine_outside",2016-06-23
"2210","KW20",2016-06-23,28.9,"KWLine_outside",2016-06-23
"2211","KW24",2016-06-23,27.5,"KWLine_outside",2016-06-23
"2212","KW19",2016-06-24,28.9,"KWLine_outside",2016-06-24
"2213","KW23",2016-06-24,27.4,"KWLine_outside",2016-06-24
"2214","KW22",2016-06-24,26.7,"KWLine_outside",2016-06-24
"2215","KW21",2016-06-24,27.4,"KWLine_outside",2016-06-24
"2216","KW20",2016-06-24,28.8,"KWLine_outside",2016-06-24
"2217","KW24",2016-06-24,26.2,"KWLine_outside",2016-06-24
"2218","KW19",2016-06-25,29.4,"KWLine_outside",2016-06-25
"2219","KW23",2016-06-25,27.9,"KWLine_outside",2016-06-25
"2220","KW22",2016-06-25,26.6,"KWLine_outside",2016-06-25
"2221","KW21",2016-06-25,27.4,"KWLine_outside",2016-06-25
"2222","KW20",2016-06-25,29.3,"KWLine_outside",2016-06-25
"2223","KW24",2016-06-25,27.6,"KWLine_outside",2016-06-25
"2224","KW19",2016-06-26,29.6,"KWLine_outside",2016-06-26
"2225","KW23",2016-06-26,27.8,"KWLine_outside",2016-06-26
"2226","KW22",2016-06-26,26.7,"KWLine_outside",2016-06-26
"2227","KW21",2016-06-26,27.5,"KWLine_outside",2016-06-26
"2228","KW20",2016-06-26,29.4,"KWLine_outside",2016-06-26
"2229","KW24",2016-06-26,27.5,"KWLine_outside",2016-06-26
"2230","KW19",2016-06-27,29.9,"KWLine_outside",2016-06-27
"2231","KW22",2016-06-27,26.9,"KWLine_outside",2016-06-27
"2232","KW21",2016-06-27,27.7,"KWLine_outside",2016-06-27
"2233","KW20",2016-06-27,29.8,"KWLine_outside",2016-06-27
"2234","KW24",2016-06-27,27,"KWLine_outside",2016-06-27
"2235","KW23",2016-06-27,27.8,"KWLine_outside",2016-06-27
"2236","KW19",2016-06-28,29.7,"KWLine_outside",2016-06-28
"2237","KW23",2016-06-28,27.8,"KWLine_outside",2016-06-28
"2238","KW22",2016-06-28,26.7,"KWLine_outside",2016-06-28
"2239","KW21",2016-06-28,27.4,"KWLine_outside",2016-06-28
"2240","KW20",2016-06-28,29.7,"KWLine_outside",2016-06-28
"2241","KW24",2016-06-28,26.5,"KWLine_outside",2016-06-28
"2242","KW19",2016-06-29,29.3,"KWLine_outside",2016-06-29
"2243","KW23",2016-06-29,27.6,"KWLine_outside",2016-06-29
"2244","KW22",2016-06-29,27,"KWLine_outside",2016-06-29
"2245","KW21",2016-06-29,27.8,"KWLine_outside",2016-06-29
"2246","KW20",2016-06-29,29.2,"KWLine_outside",2016-06-29
"2247","KW24",2016-06-29,26.1,"KWLine_outside",2016-06-29
"2248","KW19",2016-06-30,29.4,"KWLine_outside",2016-06-30
"2249","KW23",2016-06-30,27.1,"KWLine_outside",2016-06-30
"2250","KW22",2016-06-30,25.9,"KWLine_outside",2016-06-30
"2251","KW21",2016-06-30,26.6,"KWLine_outside",2016-06-30
"2252","KW20",2016-06-30,29.5,"KWLine_outside",2016-06-30
"2253","KW24",2016-06-30,23.3,"KWLine_outside",2016-06-30
"2254","KW19",2016-07-01,29.6,"KWLine_outside",2016-07-01
"2255","KW23",2016-07-01,27.6,"KWLine_outside",2016-07-01
"2256","KW22",2016-07-01,25.2,"KWLine_outside",2016-07-01
"2257","KW21",2016-07-01,26.1,"KWLine_outside",2016-07-01
"2258","KW20",2016-07-01,29.6,"KWLine_outside",2016-07-01
"2259","KW24",2016-07-01,23.5,"KWLine_outside",2016-07-01
"2260","KW19",2016-07-02,29.9,"KWLine_outside",2016-07-02
"2261","KW23",2016-07-02,27.7,"KWLine_outside",2016-07-02
"2262","KW22",2016-07-02,24.9,"KWLine_outside",2016-07-02
"2263","KW21",2016-07-02,25.8,"KWLine_outside",2016-07-02
"2264","KW20",2016-07-02,29.9,"KWLine_outside",2016-07-02
"2265","KW24",2016-07-02,23.1,"KWLine_outside",2016-07-02
"2266","KW19",2016-07-03,30.2,"KWLine_outside",2016-07-03
"2267","KW23",2016-07-03,28.1,"KWLine_outside",2016-07-03
"2268","KW22",2016-07-03,25.2,"KWLine_outside",2016-07-03
"2269","KW21",2016-07-03,26.2,"KWLine_outside",2016-07-03
"2270","KW20",2016-07-03,30.4,"KWLine_outside",2016-07-03
"2271","KW24",2016-07-03,23,"KWLine_outside",2016-07-03
"2272","KW19",2016-07-04,30.6,"KWLine_outside",2016-07-04
"2273","KW23",2016-07-04,28.4,"KWLine_outside",2016-07-04
"2274","KW22",2016-07-04,25.5,"KWLine_outside",2016-07-04
"2275","KW21",2016-07-04,26.8,"KWLine_outside",2016-07-04
"2276","KW20",2016-07-04,30.5,"KWLine_outside",2016-07-04
"2277","KW24",2016-07-04,21.3,"KWLine_outside",2016-07-04
"2278","KW19",2016-07-05,30.8,"KWLine_outside",2016-07-05
"2279","KW23",2016-07-05,28.3,"KWLine_outside",2016-07-05
"2280","KW22",2016-07-05,25.8,"KWLine_outside",2016-07-05
"2281","KW21",2016-07-05,27.4,"KWLine_outside",2016-07-05
"2282","KW20",2016-07-05,30.8,"KWLine_outside",2016-07-05
"2283","KW24",2016-07-05,22.2,"KWLine_outside",2016-07-05
"2284","KW19",2016-07-06,30.5,"KWLine_outside",2016-07-06
"2285","KW23",2016-07-06,29.1,"KWLine_outside",2016-07-06
"2286","KW22",2016-07-06,26.5,"KWLine_outside",2016-07-06
"2287","KW21",2016-07-06,28.9,"KWLine_outside",2016-07-06
"2288","KW20",2016-07-06,30.4,"KWLine_outside",2016-07-06
"2289","KW24",2016-07-06,24.9,"KWLine_outside",2016-07-06
"2290","KW19",2016-07-07,30.3,"KWLine_outside",2016-07-07
"2291","KW23",2016-07-07,29.1,"KWLine_outside",2016-07-07
"2292","KW22",2016-07-07,27.7,"KWLine_outside",2016-07-07
"2293","KW21",2016-07-07,29.6,"KWLine_outside",2016-07-07
"2294","KW20",2016-07-07,30.3,"KWLine_outside",2016-07-07
"2295","KW24",2016-07-07,25.8,"KWLine_outside",2016-07-07
"2296","KW19",2016-07-08,30.1,"KWLine_outside",2016-07-08
"2297","KW23",2016-07-08,29.3,"KWLine_outside",2016-07-08
"2298","KW22",2016-07-08,28.9,"KWLine_outside",2016-07-08
"2299","KW21",2016-07-08,30.1,"KWLine_outside",2016-07-08
"2300","KW20",2016-07-08,30.1,"KWLine_outside",2016-07-08
"2301","KW24",2016-07-08,24.8,"KWLine_outside",2016-07-08
"2302","KW19",2016-07-09,30.4,"KWLine_outside",2016-07-09
"2303","KW23",2016-07-09,29.2,"KWLine_outside",2016-07-09
"2304","KW22",2016-07-09,28.7,"KWLine_outside",2016-07-09
"2305","KW21",2016-07-09,29.8,"KWLine_outside",2016-07-09
"2306","KW20",2016-07-09,30.3,"KWLine_outside",2016-07-09
"2307","KW24",2016-07-09,25.8,"KWLine_outside",2016-07-09
"2308","KW19",2016-07-10,31,"KWLine_outside",2016-07-10
"2309","KW23",2016-07-10,29.4,"KWLine_outside",2016-07-10
"2310","KW22",2016-07-10,28.6,"KWLine_outside",2016-07-10
"2311","KW21",2016-07-10,29.9,"KWLine_outside",2016-07-10
"2312","KW20",2016-07-10,30.8,"KWLine_outside",2016-07-10
"2313","KW24",2016-07-10,27.2,"KWLine_outside",2016-07-10
"2314","KW19",2016-07-11,31.2,"KWLine_outside",2016-07-11
"2315","KW23",2016-07-11,29.8,"KWLine_outside",2016-07-11
"2316","KW22",2016-07-11,28.6,"KWLine_outside",2016-07-11
"2317","KW21",2016-07-11,30,"KWLine_outside",2016-07-11
"2318","KW20",2016-07-11,31.1,"KWLine_outside",2016-07-11
"2319","KW24",2016-07-11,28.3,"KWLine_outside",2016-07-11
"2320","KW19",2016-07-12,31.2,"KWLine_outside",2016-07-12
"2321","KW23",2016-07-12,30,"KWLine_outside",2016-07-12
"2322","KW22",2016-07-12,28.8,"KWLine_outside",2016-07-12
"2323","KW21",2016-07-12,30.4,"KWLine_outside",2016-07-12
"2324","KW20",2016-07-12,31.2,"KWLine_outside",2016-07-12
"2325","KW24",2016-07-12,27.8,"KWLine_outside",2016-07-12
